Area name,Area code,Area type,Specimen date,Daily lab-confirmed cases,Cumulative lab-confirmed cases
Medway,E06000035,Upper tier local authority,28/03/2020,9,100
Manchester,E08000003,Upper tier local authority,28/03/2020,31,148
Luton,E06000032,Upper tier local authority,28/03/2020,10,99
Liverpool,E08000012,Upper tier local authority,28/03/2020,27,227
Lincolnshire,E10000019,Upper tier local authority,28/03/2020,22,128
Lewisham,E09000023,Upper tier local authority,28/03/2020,21,268
Leicestershire,E10000018,Upper tier local authority,28/03/2020,15,190
Leicester,E06000016,Upper tier local authority,28/03/2020,11,101
Leeds,E08000035,Upper tier local authority,28/03/2020,26,165
Lancashire,E10000017,Upper tier local authority,28/03/2020,41,347
Lambeth,E09000022,Upper tier local authority,28/03/2020,37,430
Knowsley,E08000011,Upper tier local authority,28/03/2020,10,50
Kirklees,E08000034,Upper tier local authority,28/03/2020,9,74
Kingston upon Thames,E09000021,Upper tier local authority,28/03/2020,6,107
Kent,E10000016,Upper tier local authority,28/03/2020,49,423
Kensington and Chelsea,E09000020,Upper tier local authority,28/03/2020,9,178
Islington,E09000019,Upper tier local authority,28/03/2020,7,165
Isle of Wight,E06000046,Upper tier local authority,28/03/2020,2,15
Hounslow,E09000018,Upper tier local authority,28/03/2020,8,194
Hillingdon,E09000017,Upper tier local authority,28/03/2020,11,205
Hertfordshire,E10000015,Upper tier local authority,28/03/2020,45,479
Herefordshire County of,E06000019,Upper tier local authority,28/03/2020,4,31
Havering,E09000016,Upper tier local authority,28/03/2020,6,125
Hartlepool,E06000001,Upper tier local authority,28/03/2020,3,11
Harrow,E09000015,Upper tier local authority,28/03/2020,27,317
Haringey,E09000014,Upper tier local authority,28/03/2020,16,183
Hampshire,E10000014,Upper tier local authority,28/03/2020,79,566
Hammersmith and Fulham,E09000013,Upper tier local authority,28/03/2020,12,176
Halton,E06000006,Upper tier local authority,28/03/2020,9,34
Hackney,E09000012,Upper tier local authority,28/03/2020,12,190
Greenwich,E09000011,Upper tier local authority,28/03/2020,16,196
Gloucestershire,E10000013,Upper tier local authority,28/03/2020,23,160
Gateshead,E08000037,Upper tier local authority,28/03/2020,13,45
Essex,E10000012,Upper tier local authority,28/03/2020,57,481
Enfield,E09000010,Upper tier local authority,28/03/2020,20,228
East Sussex,E10000011,Upper tier local authority,28/03/2020,8,91
East Riding of Yorkshire,E06000011,Upper tier local authority,28/03/2020,3,40
Ealing,E09000009,Upper tier local authority,28/03/2020,20,329
Dudley,E08000027,Upper tier local authority,28/03/2020,17,164
Dorset,E06000059,Upper tier local authority,28/03/2020,8,58
Doncaster,E08000017,Upper tier local authority,28/03/2020,19,78
Devon,E10000008,Upper tier local authority,28/03/2020,13,118
Derbyshire,E10000007,Upper tier local authority,28/03/2020,37,301
Derby,E06000015,Upper tier local authority,28/03/2020,21,144
Darlington,E06000005,Upper tier local authority,28/03/2020,2,16
Cumbria,E10000006,Upper tier local authority,28/03/2020,29,407
Croydon,E09000008,Upper tier local authority,28/03/2020,22,385
Coventry,E08000026,Upper tier local authority,28/03/2020,18,138
County Durham,E06000047,Upper tier local authority,28/03/2020,19,94
Cornwall and Isles of Scilly,E06000052,Upper tier local authority,28/03/2020,10,84
Cheshire West and Chester,E06000050,Upper tier local authority,28/03/2020,11,71
Cheshire East,E06000049,Upper tier local authority,28/03/2020,8,85
Central Bedfordshire,E06000056,Upper tier local authority,28/03/2020,10,87
Camden,E09000007,Upper tier local authority,28/03/2020,11,204
Cambridgeshire,E10000003,Upper tier local authority,28/03/2020,9,144
Calderdale,E08000033,Upper tier local authority,28/03/2020,5,31
Bury,E08000002,Upper tier local authority,28/03/2020,10,71
Buckinghamshire,E10000002,Upper tier local authority,28/03/2020,21,184
Bromley,E09000006,Upper tier local authority,28/03/2020,32,307
Bristol City of,E06000023,Upper tier local authority,28/03/2020,10,104
Brighton and Hove,E06000043,Upper tier local authority,28/03/2020,8,73
Brent,E09000005,Upper tier local authority,28/03/2020,32,434
Bradford,E08000032,Upper tier local authority,28/03/2020,14,87
Bracknell Forest,E06000036,Upper tier local authority,28/03/2020,5,30
Bournemouth Christchurch and Poole,E06000058,Upper tier local authority,28/03/2020,7,52
Bolton,E08000001,Upper tier local authority,28/03/2020,11,60
Blackpool,E06000009,Upper tier local authority,28/03/2020,5,22
Blackburn with Darwen,E06000008,Upper tier local authority,28/03/2020,4,22
Birmingham,E08000025,Upper tier local authority,28/03/2020,80,704
Bexley,E09000004,Upper tier local authority,28/03/2020,10,152
Bedford,E06000055,Upper tier local authority,28/03/2020,5,67
Bath and North East Somerset,E06000022,Upper tier local authority,28/03/2020,2,41
Barnsley,E08000016,Upper tier local authority,28/03/2020,14,118
Barnet,E09000003,Upper tier local authority,28/03/2020,34,433
Barking and Dagenham,E09000002,Upper tier local authority,28/03/2020,11,124
Yorkshire and The Humber,E12000003,Region,28/03/2020,207,1493
West Midlands,E12000005,Region,28/03/2020,326,2641
South West,E12000009,Region,28/03/2020,102,983
South East,E12000008,Region,28/03/2020,337,3040
North West,E12000002,Region,28/03/2020,320,2515
North East,E12000001,Region,28/03/2020,112,684
London,E12000007,Region,28/03/2020,577,7749
East of England,E12000006,Region,28/03/2020,183,1786
East Midlands,E12000004,Region,28/03/2020,159,1384
England,E92000001,Nation,28/03/2020,2374,23002
York,E06000014,Upper tier local authority,27/03/2020,5,23
Worcestershire,E10000034,Upper tier local authority,27/03/2020,22,176
Wolverhampton,E08000031,Upper tier local authority,27/03/2020,26,186
Wokingham,E06000041,Upper tier local authority,27/03/2020,10,43
Wirral,E08000015,Upper tier local authority,27/03/2020,15,70
Windsor and Maidenhead,E06000040,Upper tier local authority,27/03/2020,4,64
Wiltshire,E06000054,Upper tier local authority,27/03/2020,18,85
Wigan,E08000010,Upper tier local authority,27/03/2020,13,59
Westminster,E09000033,Upper tier local authority,27/03/2020,13,250
West Sussex,E10000032,Upper tier local authority,27/03/2020,19,171
West Berkshire,E06000037,Upper tier local authority,27/03/2020,5,49
Warwickshire,E10000031,Upper tier local authority,27/03/2020,18,195
Warrington,E06000007,Upper tier local authority,27/03/2020,10,32
Wandsworth,E09000032,Upper tier local authority,27/03/2020,30,346
Waltham Forest,E09000031,Upper tier local authority,27/03/2020,27,187
Walsall,E08000030,Upper tier local authority,27/03/2020,19,160
Wakefield,E08000036,Upper tier local authority,27/03/2020,7,65
Trafford,E08000009,Upper tier local authority,27/03/2020,8,93
Tower Hamlets,E09000030,Upper tier local authority,27/03/2020,22,189
Torbay,E06000027,Upper tier local authority,27/03/2020,6,33
Thurrock,E06000034,Upper tier local authority,27/03/2020,12,59
Telford and Wrekin,E06000020,Upper tier local authority,27/03/2020,8,39
Tameside,E08000008,Upper tier local authority,27/03/2020,8,68
Swindon,E06000030,Upper tier local authority,27/03/2020,3,30
Sutton,E09000029,Upper tier local authority,27/03/2020,21,141
Surrey,E10000030,Upper tier local authority,27/03/2020,56,490
Sunderland,E08000024,Upper tier local authority,27/03/2020,9,73
Suffolk,E10000029,Upper tier local authority,27/03/2020,20,115
Stoke-on-Trent,E06000021,Upper tier local authority,27/03/2020,3,33
Stockton-on-Tees,E06000004,Upper tier local authority,27/03/2020,8,33
Stockport,E08000007,Upper tier local authority,27/03/2020,8,97
Staffordshire,E10000028,Upper tier local authority,27/03/2020,35,269
St. Helens,E08000013,Upper tier local authority,27/03/2020,14,66
Southwark,E09000028,Upper tier local authority,27/03/2020,48,393
Southend-on-Sea,E06000033,Upper tier local authority,27/03/2020,7,42
Southampton,E06000045,Upper tier local authority,27/03/2020,13,69
South Tyneside,E08000023,Upper tier local authority,27/03/2020,7,28
South Gloucestershire,E06000025,Upper tier local authority,27/03/2020,6,59
Somerset,E10000027,Upper tier local authority,27/03/2020,8,52
Solihull,E08000029,Upper tier local authority,27/03/2020,17,95
Slough,E06000039,Upper tier local authority,27/03/2020,11,102
Shropshire,E06000051,Upper tier local authority,27/03/2020,10,82
Sheffield,E08000019,Upper tier local authority,27/03/2020,27,454
Sefton,E08000014,Upper tier local authority,27/03/2020,16,80
Sandwell,E08000028,Upper tier local authority,27/03/2020,19,162
Salford,E08000006,Upper tier local authority,27/03/2020,13,109
Rotherham,E08000018,Upper tier local authority,27/03/2020,10,85
Rochdale,E08000005,Upper tier local authority,27/03/2020,11,76
Richmond upon Thames,E09000027,Upper tier local authority,27/03/2020,19,122
Redcar and Cleveland,E06000003,Upper tier local authority,27/03/2020,10,30
Redbridge,E09000026,Upper tier local authority,27/03/2020,21,157
Reading,E06000038,Upper tier local authority,27/03/2020,3,46
Portsmouth,E06000044,Upper tier local authority,27/03/2020,3,73
Plymouth,E06000026,Upper tier local authority,27/03/2020,3,41
Peterborough,E06000031,Upper tier local authority,27/03/2020,6,32
Oxfordshire,E10000025,Upper tier local authority,27/03/2020,28,197
Oldham,E08000004,Upper tier local authority,27/03/2020,11,97
Nottinghamshire,E10000024,Upper tier local authority,27/03/2020,31,198
Nottingham,E06000018,Upper tier local authority,27/03/2020,9,97
Northumberland,E06000057,Upper tier local authority,27/03/2020,7,55
Northamptonshire,E10000021,Upper tier local authority,27/03/2020,20,169
North Yorkshire,E10000023,Upper tier local authority,27/03/2020,18,107
North Tyneside,E08000022,Upper tier local authority,27/03/2020,11,48
North Somerset,E06000024,Upper tier local authority,27/03/2020,6,37
North Lincolnshire,E06000013,Upper tier local authority,27/03/2020,2,15
North East Lincolnshire,E06000012,Upper tier local authority,27/03/2020,3,21
Norfolk,E10000020,Upper tier local authority,27/03/2020,20,134
Newham,E09000025,Upper tier local authority,27/03/2020,38,233
Newcastle upon Tyne,E08000021,Upper tier local authority,27/03/2020,20,145
Milton Keynes,E06000042,Upper tier local authority,27/03/2020,10,98
Middlesbrough,E06000002,Upper tier local authority,27/03/2020,7,31
Merton,E09000024,Upper tier local authority,27/03/2020,24,197
Medway,E06000035,Upper tier local authority,27/03/2020,8,91
Manchester,E08000003,Upper tier local authority,27/03/2020,14,117
Luton,E06000032,Upper tier local authority,27/03/2020,12,89
Liverpool,E08000012,Upper tier local authority,27/03/2020,27,200
Lincolnshire,E10000019,Upper tier local authority,27/03/2020,17,106
Lewisham,E09000023,Upper tier local authority,27/03/2020,34,247
Leicestershire,E10000018,Upper tier local authority,27/03/2020,15,175
Leicester,E06000016,Upper tier local authority,27/03/2020,8,90
Leeds,E08000035,Upper tier local authority,27/03/2020,21,139
Lancashire,E10000017,Upper tier local authority,27/03/2020,44,306
Lambeth,E09000022,Upper tier local authority,27/03/2020,35,393
Knowsley,E08000011,Upper tier local authority,27/03/2020,7,40
Kirklees,E08000034,Upper tier local authority,27/03/2020,10,65
Kingston upon Thames,E09000021,Upper tier local authority,27/03/2020,11,101
Kingston upon Hull City of,E06000010,Upper tier local authority,27/03/2020,2,13
Kent,E10000016,Upper tier local authority,27/03/2020,58,374
Kensington and Chelsea,E09000020,Upper tier local authority,27/03/2020,20,169
Islington,E09000019,Upper tier local authority,27/03/2020,15,158
Isle of Wight,E06000046,Upper tier local authority,27/03/2020,1,13
Hounslow,E09000018,Upper tier local authority,27/03/2020,26,186
Hillingdon,E09000017,Upper tier local authority,27/03/2020,26,194
Hertfordshire,E10000015,Upper tier local authority,27/03/2020,52,434
Herefordshire County of,E06000019,Upper tier local authority,27/03/2020,2,27
Havering,E09000016,Upper tier local authority,27/03/2020,10,119
Hartlepool,E06000001,Upper tier local authority,27/03/2020,2,8
Harrow,E09000015,Upper tier local authority,27/03/2020,41,290
Haringey,E09000014,Upper tier local authority,27/03/2020,18,167
Hampshire,E10000014,Upper tier local authority,27/03/2020,58,487
Hammersmith and Fulham,E09000013,Upper tier local authority,27/03/2020,8,164
Halton,E06000006,Upper tier local authority,27/03/2020,7,25
Hackney,E09000012,Upper tier local authority,27/03/2020,15,178
Greenwich,E09000011,Upper tier local authority,27/03/2020,18,180
Gloucestershire,E10000013,Upper tier local authority,27/03/2020,19,137
Gateshead,E08000037,Upper tier local authority,27/03/2020,4,32
Essex,E10000012,Upper tier local authority,27/03/2020,70,424
Enfield,E09000010,Upper tier local authority,27/03/2020,15,208
East Sussex,E10000011,Upper tier local authority,27/03/2020,13,83
East Riding of Yorkshire,E06000011,Upper tier local authority,27/03/2020,3,37
Ealing,E09000009,Upper tier local authority,27/03/2020,37,309
Dudley,E08000027,Upper tier local authority,27/03/2020,14,147
Dorset,E06000059,Upper tier local authority,27/03/2020,6,50
Doncaster,E08000017,Upper tier local authority,27/03/2020,4,59
Devon,E10000008,Upper tier local authority,27/03/2020,12,105
Derbyshire,E10000007,Upper tier local authority,27/03/2020,28,264
Derby,E06000015,Upper tier local authority,27/03/2020,8,123
Darlington,E06000005,Upper tier local authority,27/03/2020,2,14
Cumbria,E10000006,Upper tier local authority,27/03/2020,54,378
Croydon,E09000008,Upper tier local authority,27/03/2020,42,363
Coventry,E08000026,Upper tier local authority,27/03/2020,13,120
County Durham,E06000047,Upper tier local authority,27/03/2020,14,75
Cornwall and Isles of Scilly,E06000052,Upper tier local authority,27/03/2020,15,74
City of London,E09000001,Upper tier local authority,27/03/2020,1,7
Cheshire West and Chester,E06000050,Upper tier local authority,27/03/2020,17,60
Cheshire East,E06000049,Upper tier local authority,27/03/2020,14,77
Central Bedfordshire,E06000056,Upper tier local authority,27/03/2020,12,77
Camden,E09000007,Upper tier local authority,27/03/2020,20,193
Cambridgeshire,E10000003,Upper tier local authority,27/03/2020,18,135
Calderdale,E08000033,Upper tier local authority,27/03/2020,6,26
Bury,E08000002,Upper tier local authority,27/03/2020,9,61
Buckinghamshire,E10000002,Upper tier local authority,27/03/2020,17,163
Bromley,E09000006,Upper tier local authority,27/03/2020,30,275
Bristol City of,E06000023,Upper tier local authority,27/03/2020,14,94
Brighton and Hove,E06000043,Upper tier local authority,27/03/2020,12,65
Brent,E09000005,Upper tier local authority,27/03/2020,48,402
Bradford,E08000032,Upper tier local authority,27/03/2020,21,73
Bracknell Forest,E06000036,Upper tier local authority,27/03/2020,2,25
Bournemouth Christchurch and Poole,E06000058,Upper tier local authority,27/03/2020,9,45
Bolton,E08000001,Upper tier local authority,27/03/2020,7,49
Blackpool,E06000009,Upper tier local authority,27/03/2020,2,17
Blackburn with Darwen,E06000008,Upper tier local authority,27/03/2020,4,18
Birmingham,E08000025,Upper tier local authority,27/03/2020,70,624
Bexley,E09000004,Upper tier local authority,27/03/2020,19,142
Bedford,E06000055,Upper tier local authority,27/03/2020,15,62
Bath and North East Somerset,E06000022,Upper tier local authority,27/03/2020,4,39
Barnsley,E08000016,Upper tier local authority,27/03/2020,15,104
Barnet,E09000003,Upper tier local authority,27/03/2020,54,399
Barking and Dagenham,E09000002,Upper tier local authority,27/03/2020,12,113
Yorkshire and The Humber,E12000003,Region,27/03/2020,154,1286
West Midlands,E12000005,Region,27/03/2020,276,2315
South West,E12000009,Region,27/03/2020,129,881
South East,E12000008,Region,27/03/2020,331,2703
North West,E12000002,Region,27/03/2020,333,2195
North East,E12000001,Region,27/03/2020,101,572
London,E12000007,Region,27/03/2020,818,7172
East of England,E12000006,Region,27/03/2020,244,1603
East Midlands,E12000004,Region,27/03/2020,136,1225
England,E92000001,Nation,27/03/2020,2656,20628
York,E06000014,Upper tier local authority,26/03/2020,1,18
Worcestershire,E10000034,Upper tier local authority,26/03/2020,23,154
Wolverhampton,E08000031,Upper tier local authority,26/03/2020,13,160
Wokingham,E06000041,Upper tier local authority,26/03/2020,5,33
Wirral,E08000015,Upper tier local authority,26/03/2020,11,55
Windsor and Maidenhead,E06000040,Upper tier local authority,26/03/2020,5,60
Wiltshire,E06000054,Upper tier local authority,26/03/2020,7,67
Wigan,E08000010,Upper tier local authority,26/03/2020,15,46
Westminster,E09000033,Upper tier local authority,26/03/2020,20,237
West Sussex,E10000032,Upper tier local authority,26/03/2020,20,152
West Berkshire,E06000037,Upper tier local authority,26/03/2020,4,44
Warwickshire,E10000031,Upper tier local authority,26/03/2020,28,177
Warrington,E06000007,Upper tier local authority,26/03/2020,3,22
Wandsworth,E09000032,Upper tier local authority,26/03/2020,32,316
Waltham Forest,E09000031,Upper tier local authority,26/03/2020,34,160
Walsall,E08000030,Upper tier local authority,26/03/2020,19,141
Wakefield,E08000036,Upper tier local authority,26/03/2020,14,58
Trafford,E08000009,Upper tier local authority,26/03/2020,15,85
Tower Hamlets,E09000030,Upper tier local authority,26/03/2020,34,167
Torbay,E06000027,Upper tier local authority,26/03/2020,5,27
Thurrock,E06000034,Upper tier local authority,26/03/2020,10,47
Telford and Wrekin,E06000020,Upper tier local authority,26/03/2020,6,31
Tameside,E08000008,Upper tier local authority,26/03/2020,8,60
Swindon,E06000030,Upper tier local authority,26/03/2020,5,27
Sutton,E09000029,Upper tier local authority,26/03/2020,13,120
Surrey,E10000030,Upper tier local authority,26/03/2020,55,434
Sunderland,E08000024,Upper tier local authority,26/03/2020,11,64
Suffolk,E10000029,Upper tier local authority,26/03/2020,18,95
Stoke-on-Trent,E06000021,Upper tier local authority,26/03/2020,5,30
Stockton-on-Tees,E06000004,Upper tier local authority,26/03/2020,6,25
Stockport,E08000007,Upper tier local authority,26/03/2020,15,89
Staffordshire,E10000028,Upper tier local authority,26/03/2020,38,234
St. Helens,E08000013,Upper tier local authority,26/03/2020,12,52
Southwark,E09000028,Upper tier local authority,26/03/2020,32,345
Southend-on-Sea,E06000033,Upper tier local authority,26/03/2020,8,35
Southampton,E06000045,Upper tier local authority,26/03/2020,15,56
South Tyneside,E08000023,Upper tier local authority,26/03/2020,2,21
South Gloucestershire,E06000025,Upper tier local authority,26/03/2020,4,53
Somerset,E10000027,Upper tier local authority,26/03/2020,7,44
Solihull,E08000029,Upper tier local authority,26/03/2020,17,78
Slough,E06000039,Upper tier local authority,26/03/2020,12,91
Shropshire,E06000051,Upper tier local authority,26/03/2020,14,72
Sheffield,E08000019,Upper tier local authority,26/03/2020,47,427
Sefton,E08000014,Upper tier local authority,26/03/2020,12,64
Sandwell,E08000028,Upper tier local authority,26/03/2020,14,143
Salford,E08000006,Upper tier local authority,26/03/2020,18,96
Rutland,E06000017,Upper tier local authority,26/03/2020,1,3
Rotherham,E08000018,Upper tier local authority,26/03/2020,16,75
Rochdale,E08000005,Upper tier local authority,26/03/2020,15,65
Richmond upon Thames,E09000027,Upper tier local authority,26/03/2020,12,103
Redcar and Cleveland,E06000003,Upper tier local authority,26/03/2020,6,20
Redbridge,E09000026,Upper tier local authority,26/03/2020,15,136
Reading,E06000038,Upper tier local authority,26/03/2020,7,43
Portsmouth,E06000044,Upper tier local authority,26/03/2020,5,70
Plymouth,E06000026,Upper tier local authority,26/03/2020,9,38
Peterborough,E06000031,Upper tier local authority,26/03/2020,4,26
Oxfordshire,E10000025,Upper tier local authority,26/03/2020,26,169
Oldham,E08000004,Upper tier local authority,26/03/2020,14,86
Nottinghamshire,E10000024,Upper tier local authority,26/03/2020,36,167
Nottingham,E06000018,Upper tier local authority,26/03/2020,16,88
Northumberland,E06000057,Upper tier local authority,26/03/2020,12,48
Northamptonshire,E10000021,Upper tier local authority,26/03/2020,21,149
North Yorkshire,E10000023,Upper tier local authority,26/03/2020,12,89
North Tyneside,E08000022,Upper tier local authority,26/03/2020,6,37
North Somerset,E06000024,Upper tier local authority,26/03/2020,3,31
North Lincolnshire,E06000013,Upper tier local authority,26/03/2020,3,13
North East Lincolnshire,E06000012,Upper tier local authority,26/03/2020,3,18
Norfolk,E10000020,Upper tier local authority,26/03/2020,26,114
Newham,E09000025,Upper tier local authority,26/03/2020,38,195
Newcastle upon Tyne,E08000021,Upper tier local authority,26/03/2020,19,125
Milton Keynes,E06000042,Upper tier local authority,26/03/2020,7,88
Middlesbrough,E06000002,Upper tier local authority,26/03/2020,7,24
Merton,E09000024,Upper tier local authority,26/03/2020,14,173
Medway,E06000035,Upper tier local authority,26/03/2020,11,83
Manchester,E08000003,Upper tier local authority,26/03/2020,22,103
Luton,E06000032,Upper tier local authority,26/03/2020,9,77
Liverpool,E08000012,Upper tier local authority,26/03/2020,34,173
Lincolnshire,E10000019,Upper tier local authority,26/03/2020,23,89
Lewisham,E09000023,Upper tier local authority,26/03/2020,25,213
Leicestershire,E10000018,Upper tier local authority,26/03/2020,16,160
Leicester,E06000016,Upper tier local authority,26/03/2020,13,82
Leeds,E08000035,Upper tier local authority,26/03/2020,21,118
Lancashire,E10000017,Upper tier local authority,26/03/2020,63,262
Lambeth,E09000022,Upper tier local authority,26/03/2020,43,358
Knowsley,E08000011,Upper tier local authority,26/03/2020,7,33
Kirklees,E08000034,Upper tier local authority,26/03/2020,11,55
Kingston upon Thames,E09000021,Upper tier local authority,26/03/2020,13,90
Kingston upon Hull City of,E06000010,Upper tier local authority,26/03/2020,3,11
Kent,E10000016,Upper tier local authority,26/03/2020,55,316
Kensington and Chelsea,E09000020,Upper tier local authority,26/03/2020,22,149
Islington,E09000019,Upper tier local authority,26/03/2020,8,143
Isle of Wight,E06000046,Upper tier local authority,26/03/2020,1,12
Hounslow,E09000018,Upper tier local authority,26/03/2020,15,160
Hillingdon,E09000017,Upper tier local authority,26/03/2020,20,168
Hertfordshire,E10000015,Upper tier local authority,26/03/2020,49,382
Herefordshire County of,E06000019,Upper tier local authority,26/03/2020,1,25
Havering,E09000016,Upper tier local authority,26/03/2020,11,109
Hartlepool,E06000001,Upper tier local authority,26/03/2020,1,6
Harrow,E09000015,Upper tier local authority,26/03/2020,30,249
Haringey,E09000014,Upper tier local authority,26/03/2020,9,149
Hampshire,E10000014,Upper tier local authority,26/03/2020,56,429
Hammersmith and Fulham,E09000013,Upper tier local authority,26/03/2020,24,156
Halton,E06000006,Upper tier local authority,26/03/2020,2,18
Hackney,E09000012,Upper tier local authority,26/03/2020,23,163
Greenwich,E09000011,Upper tier local authority,26/03/2020,11,162
Gloucestershire,E10000013,Upper tier local authority,26/03/2020,15,118
Gateshead,E08000037,Upper tier local authority,26/03/2020,10,28
Essex,E10000012,Upper tier local authority,26/03/2020,62,354
Enfield,E09000010,Upper tier local authority,26/03/2020,15,193
East Sussex,E10000011,Upper tier local authority,26/03/2020,14,70
East Riding of Yorkshire,E06000011,Upper tier local authority,26/03/2020,3,34
Ealing,E09000009,Upper tier local authority,26/03/2020,30,272
Dudley,E08000027,Upper tier local authority,26/03/2020,24,133
Dorset,E06000059,Upper tier local authority,26/03/2020,10,44
Doncaster,E08000017,Upper tier local authority,26/03/2020,9,55
Devon,E10000008,Upper tier local authority,26/03/2020,15,93
Derbyshire,E10000007,Upper tier local authority,26/03/2020,20,236
Derby,E06000015,Upper tier local authority,26/03/2020,8,115
Darlington,E06000005,Upper tier local authority,26/03/2020,3,12
Cumbria,E10000006,Upper tier local authority,26/03/2020,50,324
Croydon,E09000008,Upper tier local authority,26/03/2020,44,321
Coventry,E08000026,Upper tier local authority,26/03/2020,19,107
County Durham,E06000047,Upper tier local authority,26/03/2020,14,61
Cornwall and Isles of Scilly,E06000052,Upper tier local authority,26/03/2020,11,59
City of London,E09000001,Upper tier local authority,26/03/2020,1,6
Cheshire West and Chester,E06000050,Upper tier local authority,26/03/2020,5,43
Cheshire East,E06000049,Upper tier local authority,26/03/2020,10,63
Central Bedfordshire,E06000056,Upper tier local authority,26/03/2020,8,65
Camden,E09000007,Upper tier local authority,26/03/2020,28,173
Cambridgeshire,E10000003,Upper tier local authority,26/03/2020,12,117
Calderdale,E08000033,Upper tier local authority,26/03/2020,6,20
Bury,E08000002,Upper tier local authority,26/03/2020,14,52
Buckinghamshire,E10000002,Upper tier local authority,26/03/2020,10,146
Bromley,E09000006,Upper tier local authority,26/03/2020,29,245
Bristol City of,E06000023,Upper tier local authority,26/03/2020,14,80
Brighton and Hove,E06000043,Upper tier local authority,26/03/2020,9,53
Brent,E09000005,Upper tier local authority,26/03/2020,44,354
Bradford,E08000032,Upper tier local authority,26/03/2020,10,52
Bracknell Forest,E06000036,Upper tier local authority,26/03/2020,3,23
Bournemouth Christchurch and Poole,E06000058,Upper tier local authority,26/03/2020,9,36
Bolton,E08000001,Upper tier local authority,26/03/2020,6,42
Blackpool,E06000009,Upper tier local authority,26/03/2020,4,15
Blackburn with Darwen,E06000008,Upper tier local authority,26/03/2020,2,14
Birmingham,E08000025,Upper tier local authority,26/03/2020,94,554
Bexley,E09000004,Upper tier local authority,26/03/2020,11,123
Bedford,E06000055,Upper tier local authority,26/03/2020,9,47
Bath and North East Somerset,E06000022,Upper tier local authority,26/03/2020,5,35
Barnsley,E08000016,Upper tier local authority,26/03/2020,21,89
Barnet,E09000003,Upper tier local authority,26/03/2020,55,345
Barking and Dagenham,E09000002,Upper tier local authority,26/03/2020,7,101
Yorkshire and The Humber,E12000003,Region,26/03/2020,180,1132
West Midlands,E12000005,Region,26/03/2020,315,2039
South West,E12000009,Region,26/03/2020,119,752
South East,E12000008,Region,26/03/2020,320,2372
North West,E12000002,Region,26/03/2020,357,1862
North East,E12000001,Region,26/03/2020,97,471
London,E12000007,Region,26/03/2020,762,6354
East of England,E12000006,Region,26/03/2020,215,1359
East Midlands,E12000004,Region,26/03/2020,154,1089
England,E92000001,Nation,26/03/2020,2614,17972
York,E06000014,Upper tier local authority,25/03/2020,1,17
Worcestershire,E10000034,Upper tier local authority,25/03/2020,22,131
Wolverhampton,E08000031,Upper tier local authority,25/03/2020,11,147
Wokingham,E06000041,Upper tier local authority,25/03/2020,2,28
Wirral,E08000015,Upper tier local authority,25/03/2020,6,44
Windsor and Maidenhead,E06000040,Upper tier local authority,25/03/2020,9,55
Wiltshire,E06000054,Upper tier local authority,25/03/2020,5,60
Wigan,E08000010,Upper tier local authority,25/03/2020,6,31
Westminster,E09000033,Upper tier local authority,25/03/2020,23,217
West Sussex,E10000032,Upper tier local authority,25/03/2020,23,132
West Berkshire,E06000037,Upper tier local authority,25/03/2020,7,40
Warwickshire,E10000031,Upper tier local authority,25/03/2020,14,149
Warrington,E06000007,Upper tier local authority,25/03/2020,1,19
Wandsworth,E09000032,Upper tier local authority,25/03/2020,44,284
Waltham Forest,E09000031,Upper tier local authority,25/03/2020,24,126
Walsall,E08000030,Upper tier local authority,25/03/2020,16,122
Wakefield,E08000036,Upper tier local authority,25/03/2020,11,44
Trafford,E08000009,Upper tier local authority,25/03/2020,10,70
Tower Hamlets,E09000030,Upper tier local authority,25/03/2020,27,133
Torbay,E06000027,Upper tier local authority,25/03/2020,1,22
Thurrock,E06000034,Upper tier local authority,25/03/2020,4,37
Telford and Wrekin,E06000020,Upper tier local authority,25/03/2020,3,25
Tameside,E08000008,Upper tier local authority,25/03/2020,4,52
Swindon,E06000030,Upper tier local authority,25/03/2020,3,22
Sutton,E09000029,Upper tier local authority,25/03/2020,12,107
Surrey,E10000030,Upper tier local authority,25/03/2020,54,379
Sunderland,E08000024,Upper tier local authority,25/03/2020,10,53
Suffolk,E10000029,Upper tier local authority,25/03/2020,5,77
Stoke-on-Trent,E06000021,Upper tier local authority,25/03/2020,5,25
Stockton-on-Tees,E06000004,Upper tier local authority,25/03/2020,2,19
Stockport,E08000007,Upper tier local authority,25/03/2020,9,74
Staffordshire,E10000028,Upper tier local authority,25/03/2020,38,196
St. Helens,E08000013,Upper tier local authority,25/03/2020,11,40
Southwark,E09000028,Upper tier local authority,25/03/2020,29,313
Southend-on-Sea,E06000033,Upper tier local authority,25/03/2020,2,27
Southampton,E06000045,Upper tier local authority,25/03/2020,6,41
South Tyneside,E08000023,Upper tier local authority,25/03/2020,4,19
South Gloucestershire,E06000025,Upper tier local authority,25/03/2020,13,49
Somerset,E10000027,Upper tier local authority,25/03/2020,5,37
Solihull,E08000029,Upper tier local authority,25/03/2020,16,61
Slough,E06000039,Upper tier local authority,25/03/2020,6,79
Shropshire,E06000051,Upper tier local authority,25/03/2020,4,58
Sheffield,E08000019,Upper tier local authority,25/03/2020,48,380
Sefton,E08000014,Upper tier local authority,25/03/2020,18,52
